-- Logs begin at Thu 2016-10-27 16:09:44 UTC, end at Thu 2016-10-27 16:25:19 UTC. --
Oct 27 16:21:11 managesf systemd[1]: Started Zuul Server Service.
Oct 27 16:21:11 managesf systemd[1]: Starting Zuul Server Service...
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,147 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,147 DEBUG gear.Server: Polling 5 connections
Oct 27 16:21:18 managesf zuul-server[21124]: /usr/lib/python2.7/site-packages/paramiko/client.py:658: UserWarning: Unknown ssh-rsa host key for [gerrit.sftests.com]:29418: bb5d433a57cc4ba6843e252b073fccb1
Oct 27 16:21:18 managesf zuul-server[21124]: (key.get_name(), hostname, hexlify(key.get_fingerprint())))
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,501 DEBUG gear.Server: Accepting new connection
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,501 DEBUG gear.ServerConnection: Setting state to: INIT
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,501 INFO gear.Server: Accepted connection <gear.ServerConnection 0x1ec72d0 name: None host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,502 DEBUG gear.Server: Registering <gear.ServerConnection 0x1ec72d0 name: None host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,502 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: None host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,502 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec72d0 name: None host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,502 DEBUG gear.Server: Polling 6 connections
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,504 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: None host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,504 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec72d0 name: None host: 192.168.122.10 port: 58234>: <gear.Packet 0x1ec74d0 type: SET_CLIENT_ID id: Zuul RPC Listener>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,504 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,504 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,505 DEBUG gear.Server: Polling 6 connections
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,505 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,506 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>: <gear.Packet 0x1ec74d0 type: CAN_DO function: zuul:enqueue>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,506 DEBUG gear.Server: Adding function zuul:enqueue to <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,506 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,506 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>: <gear.Packet 0x1ec7410 type: CAN_DO function: zuul:enqueue_ref>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,507 DEBUG gear.Server: Adding function zuul:enqueue_ref to <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,507 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,507 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>: <gear.Packet 0x1ec74d0 type: CAN_DO function: zuul:promote>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,507 DEBUG gear.Server: Adding function zuul:promote to <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,508 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,508 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>: <gear.Packet 0x1ec7550 type: CAN_DO function: zuul:get_running_jobs>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,508 DEBUG gear.Server: Adding function zuul:get_running_jobs to <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,509 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,509 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,509 DEBUG gear.Server: Polling 6 connections
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,509 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,510 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,510 DEBUG gear.Server: Polling 6 connections
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,514 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,514 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>: <gear.Packet 0x1ec7550 type: GRAB_JOB_UNIQ>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,514 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>: <gear.Packet 0x1ec74d0 type: NO_JOB>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,515 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,515 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,515 DEBUG gear.Server: Polling 6 connections
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,516 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,516 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>: <gear.Packet 0x1ec7550 type: PRE_SLEEP>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,516 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,516 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,517 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec72d0 name: Zuul RPC Listener host: 192.168.122.10 port: 58234>
Oct 27 16:21:18 managesf zuul-server[21124]: 2016-10-27 16:21:18,517 DEBUG gear.Server: Polling 6 connections
Oct 27 16:21:20 managesf zuul-server[21124]: 2016-10-27 16:21:20,915 ERROR gerrit.GerritWatcher: Exception on ssh event stream:
Oct 27 16:21:20 managesf zuul-server[21124]: Traceback (most recent call last):
Oct 27 16:21:20 managesf zuul-server[21124]: File "/srv/zuul/lib/python2.7/site-packages/zuul/connection/gerrit.py", line 178, in _run
Oct 27 16:21:20 managesf zuul-server[21124]: self._listen(stdout, stderr)
Oct 27 16:21:20 managesf zuul-server[21124]: File "/srv/zuul/lib/python2.7/site-packages/zuul/connection/gerrit.py", line 162, in _listen
Oct 27 16:21:20 managesf zuul-server[21124]: self._read(stdout)
Oct 27 16:21:20 managesf zuul-server[21124]: File "/srv/zuul/lib/python2.7/site-packages/zuul/connection/gerrit.py", line 149, in _read
Oct 27 16:21:20 managesf zuul-server[21124]: data = json.loads(l)
Oct 27 16:21:20 managesf zuul-server[21124]: File "/usr/lib64/python2.7/json/__init__.py", line 338, in loads
Oct 27 16:21:20 managesf zuul-server[21124]: return _default_decoder.decode(s)
Oct 27 16:21:20 managesf zuul-server[21124]: File "/usr/lib64/python2.7/json/decoder.py", line 365, in decode
Oct 27 16:21:20 managesf zuul-server[21124]: obj, end = self.raw_decode(s, idx=_w(s, 0).end())
Oct 27 16:21:20 managesf zuul-server[21124]: File "/usr/lib64/python2.7/json/decoder.py", line 383, in raw_decode
Oct 27 16:21:20 managesf zuul-server[21124]: raise ValueError("No JSON object could be decoded")
Oct 27 16:21:20 managesf zuul-server[21124]: ValueError: No JSON object could be decoded
Oct 27 16:21:25 managesf zuul-server[21124]: 2016-10-27 16:21:25,925 ERROR gerrit.GerritWatcher: Exception on ssh event stream:
Oct 27 16:21:25 managesf zuul-server[21124]: Traceback (most recent call last):
Oct 27 16:21:25 managesf zuul-server[21124]: File "/srv/zuul/lib/python2.7/site-packages/zuul/connection/gerrit.py", line 174, in _run
Oct 27 16:21:25 managesf zuul-server[21124]: key_filename=self.keyfile)
Oct 27 16:21:25 managesf zuul-server[21124]: File "/usr/lib/python2.7/site-packages/paramiko/client.py", line 324, in connect
Oct 27 16:21:25 managesf zuul-server[21124]: raise NoValidConnectionsError(errors)
Oct 27 16:21:25 managesf zuul-server[21124]: NoValidConnectionsError: [Errno None] Unable to connect to port 29418 on 192.168.122.10
Oct 27 16:21:30 managesf zuul-server[21124]: 2016-10-27 16:21:30,931 ERROR gerrit.GerritWatcher: Exception on ssh event stream:
Oct 27 16:21:30 managesf zuul-server[21124]: Traceback (most recent call last):
Oct 27 16:21:30 managesf zuul-server[21124]: File "/srv/zuul/lib/python2.7/site-packages/zuul/connection/gerrit.py", line 174, in _run
Oct 27 16:21:30 managesf zuul-server[21124]: key_filename=self.keyfile)
Oct 27 16:21:30 managesf zuul-server[21124]: File "/usr/lib/python2.7/site-packages/paramiko/client.py", line 324, in connect
Oct 27 16:21:30 managesf zuul-server[21124]: raise NoValidConnectionsError(errors)
Oct 27 16:21:30 managesf zuul-server[21124]: NoValidConnectionsError: [Errno None] Unable to connect to port 29418 on 192.168.122.10
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,896 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,896 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>: <gear.Packet 0x1ec7550 type: SUBMIT_JOB_LOW function: merger:merge unique: 47ce82adc5ac441b89fe2442d8c8a676>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,897 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>: <gear.Packet 0x1ec7590 type: JOB_CREATED handle: H:192.168.122.10:1>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,897 DEBUG gear.ServerConnection: Setting state to: AWAKE
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,897 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7450 type: NOOP>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,898 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,898 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,898 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,901 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,902 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7550 type: GRAB_JOB_UNIQ>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,902 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7590 type: JOB_ASSIGN_UNIQ handle: H:192.168.122.10:1 function: merger:merge unique: 47ce82adc5ac441b89fe2442d8c8a676>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,902 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,903 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:31 managesf zuul-server[21124]: 2016-10-27 16:24:31,903 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,880 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,880 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7550 type: WORK_COMPLETE handle: H:192.168.122.10:1>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,881 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7510 name: None host: 192.168.122.10 port: 58226>: <gear.Packet 0x1ec7550 type: WORK_COMPLETE handle: H:192.168.122.10:1>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,881 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,881 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,881 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,885 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,885 INFO gear.Server: Received admin request <gear.AdminRequest 0x1ec7550 command: status>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,885 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: build:zuul-demo-unit-tests        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,886 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: build:config-update:master        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,886 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: build:zuul-demo-functional-tests        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,886 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: stop:managesf.sftests.com        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,886 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: build:zuul-demo-unit-tests:master        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,887 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: zuul:get_running_jobs        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,887 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: set_description:managesf.sftests.com        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,887 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: merger:merge        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,887 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: build:zuul-demo-functional-tests:master        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,887 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: build:config-check:master        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,888 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: merger:update        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,888 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: build:config-update        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,888 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: build:config-check        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,888 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: zuul:promote        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,888 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: zuul:enqueue        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,889 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: zuul:enqueue_ref        0        0        1
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,889 DEBUG gear.ServerConnection: Queuing data to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: .
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,889 DEBUG gear.Server: Finished handling admin request <gear.AdminRequest 0x1ec7550 command: status>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,889 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,890 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,890 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,893 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,893 INFO gear.Server: Received packet from <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7550 type: SUBMIT_JOB_LOW function: build:config-check unique: cbec0d55b1ba446bbb4ad12c85c526bf>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,893 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>: <gear.Packet 0x1ec7650 type: JOB_CREATED handle: H:192.168.122.10:2>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,893 DEBUG gear.ServerConnection: Setting state to: AWAKE
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,894 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7690 type: NOOP>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,896 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,896 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1e4d8d0 name: None host: 192.168.122.10 port: 58218>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,896 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,898 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,900 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7550 type: GRAB_JOB_UNIQ>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,900 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>: <gear.Packet 0x1ec7650 type: JOB_ASSIGN_UNIQ handle: H:192.168.122.10:2 function: build:config-check unique: cbec0d55b1ba446bbb4ad12c85c526bf>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,900 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,901 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec71d0 name: managesf.sftests.com_exec-0 host: 192.168.122.10 port: 58222>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,901 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,919 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,920 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7550 type: GRAB_JOB_UNIQ>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,920 DEBUG gear.ServerConnection: Queuing packet to <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7650 type: NO_JOB>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,921 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,921 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,921 DEBUG gear.Server: Polling 6 connections
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,922 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,923 INFO gear.Server: Received packet from <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>: <gear.Packet 0x1ec7550 type: PRE_SLEEP>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,923 DEBUG gear.ServerConnection: Setting state to: SLEEP
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,923 DEBUG gear.Server: Processing input on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,923 DEBUG gear.Server: Processing output on <gear.ServerConnection 0x1ec7490 name: Zuul Merger host: 192.168.122.10 port: 58224>
Oct 27 16:24:32 managesf zuul-server[21124]: 2016-10-27 16:24:32,923 DEBUG gear.Server: Polling 6 connections
